Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729701628564,689.3377532958984,1600,2,0.74375,689.3377532958984,1600,2,0.74375,606.2465515136719,1600,2,0.74375,606.2465515136719,1600,2,0.74375,20062.418670654297,1286,1600,2886,2674,1286,1286,1600,1285,15.15151596069336,9.67741870880127,6.45161247253418,12.5,9.67741870880127,16.129032135009766,9.67741870880127,9.375,7846793216,4294963200,2160697344,524288
199,1729701628565,689.3377685546875,1600,2,0.74375,689.3377685546875,1600,2,0.74375,606.2465515136719,1600,2,0.74375,606.2465515136719,1600,2,0.74375,20062.4229888916,1286,1600,2886,2674,1286,1286,1600,1285,15.15151596069336,9.67741870880127,6.45161247253418,12.5,9.67741870880127,16.129032135009766,9.67741870880127,9.375,7846793216,4294963200,2160697344,524288
1,1729701628765,689.3380737304688,1600,2,0.74375,689.3380737304688,1600,2,0.74375,606.2468414306641,1600,2,0.74375,606.2468414306641,1600,2,0.74375,20062.75161743164,1286,1600,2886,2674,1286,1286,1600,1285,0,0,0,0,0,0,0,20,7846793216,4294963200,2164568064,524288
