Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729712438397,710.2742614746094,1600,2,0.75,710.2742614746094,1600,2,0.75,636.8057556152344,1600,2,0.75,636.8057556152344,1600,2,0.75,33251.33557128906,1506,1600,3706,1600,1507,1522,1507,1600,10.344827651977539,6.896551609039307,10,10,20,10,7.142857551574707,6.896551609039307,7846793216,4294963200,2175082496,524288
200,1729712438397,710.2742919921875,1600,2,0.75,710.2742919921875,1600,2,0.75,636.8057556152344,1600,2,0.75,636.8057556152344,1600,2,0.75,33251.340072631836,1506,1600,3706,1600,1507,1522,1507,1600,10.344827651977539,6.896551609039307,10,10,20,10,7.142857551574707,6.896551609039307,7846793216,4294963200,2175340544,524288
1,1729712438597,710.2751922607422,1600,2,0.74375,710.2751922607422,1600,2,0.74375,636.8062896728516,1600,2,0.74375,636.8062896728516,1600,2,0.74375,33251.668869018555,1506,1600,3706,1600,1507,1522,1507,1600,0,0,0,0,0,0,19.047618865966797,0,7846793216,4294963200,2185760768,524288
