Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729707393732,700.6693725585938,1600,2,0.74375,700.6693725585938,1600,2,0.74375,621.1232452392578,1600,2,0.9125,621.1232452392578,1600,2,0.9125,27089.548126220703,1600,1517,1771,2478,1517,1600,1600,3614,5,9.523809432983398,9.756096839904785,19.047618865966797,7.317072868347168,5,9.756096839904785,7.317072868347168,7846793216,4294963200,2160046080,524288
200,1729707393732,700.6699066162109,1600,2,0.74375,700.6699066162109,1600,2,0.74375,621.123779296875,1600,2,0.9125,621.123779296875,1600,2,0.9125,27089.552352905273,1600,1517,1771,2478,1517,1600,1600,3614,5,9.523809432983398,9.756096839904785,19.047618865966797,7.317072868347168,5,9.756096839904785,7.317072868347168,7846793216,4294963200,2160304128,524288
1,1729707393932,700.6979522705078,2900,0,0.74375,700.6979522705078,2900,0,0.74375,621.1249237060547,1450,2,0.74375,621.1249237060547,1450,2,0.74375,27089.8738861084,1600,1517,1771,2478,1517,1600,1600,3614,20,0,0,0,0,0,0,0,7846793216,4294963200,2168561664,524288
