Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729702469562,691.1169891357422,1600,2,0.75,691.1169891357422,1600,2,0.75,608.160400390625,1600,2,0.75,608.160400390625,1600,2,0.75,21084.598358154297,2986,1600,2237,2171,1350,1600,1393,1600,7.692307949066162,5.263157844543457,5.263157844543457,17.5,10.256410598754883,10.256410598754883,7.692307949066162,7.692307949066162,7846793216,4294963200,2161008640,524288
200,1729702469562,691.1170501708984,1600,2,0.75,691.1170501708984,1600,2,0.75,608.1608276367188,1600,2,0.75,608.1608276367188,1600,2,0.75,21084.602600097656,2986,1600,2237,2171,1350,1600,1393,1600,7.692307949066162,5.263157844543457,5.263157844543457,17.5,10.256410598754883,10.256410598754883,7.692307949066162,7.692307949066162,7846793216,4294963200,2161008640,524288
1,1729702469763,691.1174163818359,1600,2,0.74375,691.1174163818359,1600,2,0.74375,608.1628570556641,1600,2,0.74375,608.1628570556641,1600,2,0.74375,21084.922943115234,2986,1600,2237,2171,1350,1600,1393,1600,0,0,0,0,15.000000953674316,0,4.761904716491699,0,7846793216,4294963200,2169004032,524288
