Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729701268438,688.7160949707031,1600,2,0.74375,688.7160949707031,1600,2,0.74375,605.4855804443359,1600,2,0.74375,605.4855804443359,1600,2,0.74375,19627.150436401367,1384,1504,1600,2664,1383,1255,1321,1422,10,7.692307949066162,5.263157844543457,7.692307949066162,15.789472579956055,5.405405521392822,5.263157844543457,7.692307949066162,7846793216,4294963200,2167066624,524288
199,1729701268438,688.7161407470703,1600,2,0.74375,688.7161407470703,1600,2,0.74375,605.4856109619141,1600,2,0.74375,605.4856109619141,1600,2,0.74375,19627.154754638672,1384,1504,1600,2664,1383,1255,1321,1422,10,7.692307949066162,5.263157844543457,7.692307949066162,15.789472579956055,5.405405521392822,5.263157844543457,7.692307949066162,7846793216,4294963200,2167066624,524288
1,1729701268638,688.7180938720703,1450,2,0.74375,688.7180938720703,1450,2,0.74375,605.4861297607422,2900,0,0.74375,605.4861297607422,2900,0,0.74375,19627.490036010742,1384,1504,1600,2664,1383,1255,1321,1422,0,4.761904716491699,0,0,0,0,15.789472579956055,0,7846793216,4294963200,2175295488,524288
