Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729710036114,706.0036010742188,1600,2,0.74375,706.0036010742188,1600,2,0.74375,628.846923828125,1600,2,0.74375,628.846923828125,1600,2,0.74375,30326.642379760742,1412,1600,1457,1600,2578,1600,1410,1310,7.894736289978027,10,7.894736289978027,7.692307949066162,10.256410598754883,10,15.789472579956055,5.405405521392822,7846793216,4294963200,2167283712,524288
200,1729710036114,706.0041351318359,1600,2,0.74375,706.0041351318359,1600,2,0.74375,628.846923828125,1600,2,0.74375,628.846923828125,1600,2,0.74375,30326.646575927734,1412,1600,1457,1600,2578,1600,1410,1310,7.894736289978027,10,7.894736289978027,7.692307949066162,10.256410598754883,10,15.789472579956055,5.405405521392822,7846793216,4294963200,2167283712,524288
1,1729710036315,706.0293731689453,1450,2,0.74375,706.0293731689453,1450,2,0.74375,628.8475189208984,2900,0,0.74375,628.8475341796875,2900,0,0.74375,30326.972198486328,1412,1600,1457,1600,2578,1600,1410,1310,22.72727394104004,0,0,0,0,0,0,0,7846793216,4294963200,2167279616,524288
