Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729697905615,682.0361633300781,1600,2,0.74375,682.0361633300781,1600,2,0.74375,597.4139862060547,1600,2,0.74375,597.4139862060547,1600,2,0.74375,15522.481079101563,1596,1498,2839,1716,1402,1600,1286,1595,17.073171615600586,7.317072868347168,7.500000476837158,7.500000476837158,5,7.500000476837158,9.756096839904785,9.756096839904785,7846793216,4294963200,2163757056,524288
200,1729697905615,682.03662109375,1600,2,0.74375,682.03662109375,1600,2,0.74375,597.4144592285156,1600,2,0.74375,597.4144592285156,1600,2,0.74375,15522.485305786133,1596,1498,2839,1716,1402,1600,1286,1595,17.073171615600586,7.317072868347168,7.500000476837158,7.500000476837158,5,7.500000476837158,9.756096839904785,9.756096839904785,7846793216,4294963200,2163757056,524288
1,1729697905816,682.0379638671875,1600,2,0.74375,682.0379638671875,1600,2,0.74375,597.4822998046875,1600,2,0.74375,597.4822998046875,1600,2,0.74375,15522.936645507813,1596,1498,2839,1716,1402,1600,1286,1595,0,0,35,0,0,0,0,0,7846793216,4294963200,2171756544,524288
