Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729701148248,688.4865112304688,1600,2,0.74375,688.4865112304688,1600,2,0.74375,604.6875915527344,1600,2,0.74375,604.6875915527344,1600,2,0.74375,19480.960052490234,1299,1489,1871,1856,2639,1600,1341,1313,5.128205299377441,11.904762268066406,7.500000476837158,15.000000953674316,9.756096839904785,10,7.500000476837158,7.317072868347168,7846793216,4294963200,2166611968,524288
200,1729701148248,688.4865264892578,1600,2,0.74375,688.4865264892578,1600,2,0.74375,604.6880340576172,1600,2,0.74375,604.6880340576172,1600,2,0.74375,19480.964233398438,1299,1489,1871,1856,2639,1600,1341,1313,5.128205299377441,11.904762268066406,7.500000476837158,15.000000953674316,9.756096839904785,10,7.500000476837158,7.317072868347168,7846793216,4294963200,2166611968,524288
1,1729701148448,688.4875640869141,1450,2,0.74375,688.4875640869141,1450,2,0.74375,604.6894683837891,1450,2,0.74375,604.6894683837891,1450,2,0.74375,19481.27894592285,1299,1489,1871,1856,2639,1600,1341,1313,0,0,0,4.761904716491699,15.000000953674316,0,0,0,7846793216,4294963200,2183643136,524288
